0.79505	0.78940	0.77243	0.74510	0.70888	0.66559	0.61732	0.56622	0.51446	0.46414	0.41726	0.37574	0.34133	0.31553	0.29955	0.29413	0.29955	0.31553	0.34133	0.37574	0.41726	0.46414	0.51446	0.56622	0.61732	0.66559	0.70888	0.74510	0.77243	0.78940	0.79505	
0.81395	0.80833	0.79147	0.76432	0.72836	0.68544	0.63766	0.58720	0.53624	0.48686	0.44103	0.40058	0.36715	0.34216	0.32670	0.32146	0.32670	0.34216	0.36715	0.40058	0.44103	0.48686	0.53624	0.58720	0.63766	0.68544	0.72836	0.76432	0.79147	0.80833	0.81395	
0.83192	0.82640	0.80983	0.78315	0.74783	0.70570	0.65883	0.60942	0.55962	0.51151	0.46699	0.42783	0.39556	0.37149	0.35662	0.35159	0.35662	0.37149	0.39556	0.42783	0.46699	0.51151	0.55962	0.60942	0.65883	0.70570	0.74783	0.78315	0.80983	0.82640	0.83192	
0.84911	0.84375	0.82768	0.80181	0.76754	0.72665	0.68119	0.63329	0.58508	0.53859	0.49568	0.45803	0.42708	0.40405	0.38985	0.38505	0.38985	0.40405	0.42708	0.45803	0.49568	0.53859	0.58508	0.63329	0.68119	0.72665	0.76754	0.80181	0.82768	0.84375	0.84911	
0.86566	0.86054	0.84519	0.82047	0.78770	0.74857	0.70505	0.65918	0.61304	0.56859	0.52763	0.49174	0.46231	0.44044	0.42697	0.42242	0.42697	0.44044	0.46231	0.49174	0.52763	0.56859	0.61304	0.65918	0.70505	0.74857	0.78770	0.82047	0.84519	0.86054	0.86566	
0.88168	0.87688	0.86248	0.83927	0.80847	0.77166	0.73065	0.68741	0.64388	0.60195	0.56332	0.52952	0.50182	0.48127	0.46862	0.46436	0.46862	0.48127	0.50182	0.52952	0.56332	0.60195	0.64388	0.68741	0.73065	0.77166	0.80847	0.83927	0.86248	0.87688	0.88168	
0.89727	0.89286	0.87964	0.85831	0.82996	0.79604	0.75818	0.71820	0.67790	0.63904	0.60322	0.57187	0.54620	0.52715	0.51544	0.51149	0.51544	0.52715	0.54620	0.57187	0.60322	0.63904	0.67790	0.71820	0.75818	0.79604	0.82996	0.85831	0.87964	0.89286	0.89727	
0.91252	0.90857	0.89675	0.87766	0.85225	0.82179	0.78773	0.75168	0.71528	0.68011	0.64765	0.61922	0.59592	0.57863	0.56799	0.56440	0.56799	0.57863	0.59592	0.61922	0.64765	0.68011	0.71528	0.75168	0.78773	0.82179	0.85225	0.87766	0.89675	0.90857	0.91252	
0.92748	0.92408	0.91386	0.89735	0.87534	0.84891	0.81929	0.78787	0.75606	0.72527	0.69679	0.67179	0.65128	0.63605	0.62668	0.62352	0.62668	0.63605	0.65128	0.67179	0.69679	0.72527	0.75606	0.78787	0.81929	0.84891	0.87534	0.89735	0.91386	0.92408	0.92748	
0.94223	0.93942	0.93100	0.91738	0.89920	0.87733	0.85276	0.82664	0.80013	0.77440	0.75055	0.72957	0.71233	0.69951	0.69161	0.68894	0.69161	0.69951	0.71233	0.72957	0.75055	0.77440	0.80013	0.82664	0.85276	0.87733	0.89920	0.91738	0.93100	0.93942	0.94223	
0.95681	0.95465	0.94819	0.93772	0.92374	0.90689	0.88793	0.86772	0.84716	0.82716	0.80858	0.79220	0.77871	0.76867	0.76248	0.76038	0.76248	0.76867	0.77871	0.79220	0.80858	0.82716	0.84716	0.86772	0.88793	0.90689	0.92374	0.93772	0.94819	0.95465	0.95681	
0.97127	0.96981	0.96543	0.95833	0.94883	0.93738	0.92447	0.91069	0.89664	0.88294	0.87020	0.85894	0.84965	0.84273	0.83846	0.83701	0.83846	0.84273	0.84965	0.85894	0.87020	0.88294	0.89664	0.91069	0.92447	0.93738	0.94883	0.95833	0.96543	0.96981	0.97127	
0.98565	0.98492	0.98270	0.97912	0.97432	0.96852	0.96198	0.95499	0.94786	0.94090	0.93441	0.92868	0.92394	0.92041	0.91822	0.91748	0.91822	0.92041	0.92394	0.92868	0.93441	0.94090	0.94786	0.95499	0.96198	0.96852	0.97432	0.97912	0.98270	0.98492	0.98565	
1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
