0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.22017	0.21886	0.21492	0.20842	0.19944	0.18807	0.17447	0.15879	0.14129	0.12229	0.10232	0.08221	0.06328	0.04737	0.03661	0.03278	0.03661	0.04737	0.06328	0.08221	0.10232	0.12229	0.14129	0.15879	0.17447	0.18807	0.19944	0.20842	0.21492	0.21886	0.22017	
0.39928	0.39723	0.39110	0.38087	0.36653	0.34808	0.32549	0.29882	0.26824	0.23417	0.19751	0.15985	0.12385	0.09327	0.07245	0.06503	0.07245	0.09327	0.12385	0.15985	0.19751	0.23417	0.26824	0.29882	0.32549	0.34808	0.36653	0.38087	0.39110	0.39723	0.39928	
0.51771	0.51563	0.50939	0.49886	0.48384	0.46397	0.43882	0.40793	0.37097	0.32805	0.28007	0.22922	0.17942	0.13642	0.10684	0.09625	0.10684	0.13642	0.17942	0.22922	0.28007	0.32805	0.37097	0.40793	0.43882	0.46397	0.48384	0.49886	0.50939	0.51563	0.51771	
0.58134	0.57960	0.57438	0.56554	0.55275	0.53542	0.51264	0.48326	0.44613	0.40058	0.34708	0.28803	0.22842	0.17584	0.13922	0.12603	0.13922	0.17584	0.22842	0.28803	0.34708	0.40058	0.44613	0.48326	0.51264	0.53542	0.55275	0.56554	0.57438	0.57960	0.58134	
0.60935	0.60791	0.60360	0.59645	0.58629	0.57258	0.55416	0.52929	0.49593	0.45235	0.39818	0.33554	0.27008	0.21096	0.16919	0.15405	0.16919	0.21096	0.27008	0.33554	0.39818	0.45235	0.49593	0.52929	0.55416	0.57258	0.58629	0.59645	0.60360	0.60791	0.60935	
0.61998	0.61859	0.61442	0.60782	0.59911	0.58805	0.57360	0.55371	0.52559	0.48646	0.43484	0.37220	0.30434	0.24154	0.19653	0.18009	0.19653	0.24154	0.30434	0.37220	0.43484	0.48646	0.52559	0.55371	0.57360	0.58805	0.59911	0.60782	0.61442	0.61859	0.61998	
0.62429	0.62267	0.61781	0.61051	0.60169	0.59168	0.57977	0.56390	0.54082	0.50687	0.45949	0.39924	0.33167	0.26767	0.22114	0.20404	0.22114	0.26767	0.33167	0.39924	0.45949	0.50687	0.54082	0.56390	0.57977	0.59168	0.60169	0.61051	0.61781	0.62267	0.62429	
0.62711	0.62505	0.61885	0.60988	0.59973	0.58937	0.57856	0.56538	0.54638	0.51730	0.47469	0.41819	0.35284	0.28962	0.24306	0.22585	0.24306	0.28962	0.35284	0.41819	0.47469	0.51730	0.54638	0.56538	0.57856	0.58937	0.59973	0.60988	0.61885	0.62505	0.62711	
0.63004	0.62738	0.61939	0.60805	0.59572	0.58407	0.57327	0.56164	0.54566	0.52072	0.48274	0.43062	0.36873	0.30779	0.26242	0.24557	0.26242	0.30779	0.36873	0.43062	0.48274	0.52072	0.54566	0.56164	0.57327	0.58407	0.59572	0.60805	0.61939	0.62738	0.63004	
0.63351	0.63013	0.61999	0.60576	0.59068	0.57711	0.56565	0.55474	0.54087	0.51928	0.48550	0.43790	0.38023	0.32263	0.27939	0.26326	0.27939	0.32263	0.38023	0.43790	0.48550	0.51928	0.54087	0.55474	0.56565	0.57711	0.59068	0.60576	0.61999	0.63013	0.63351	
0.63771	0.63349	0.62085	0.60331	0.58504	0.56915	0.55657	0.54585	0.53343	0.51448	0.48440	0.44122	0.38814	0.33460	0.29416	0.27903	0.29416	0.33460	0.38814	0.44122	0.48440	0.51448	0.53343	0.54585	0.55657	0.56915	0.58504	0.60331	0.62085	0.63349	0.63771	
0.64272	0.63757	0.62213	0.60088	0.57906	0.56054	0.54656	0.53566	0.52421	0.50735	0.48048	0.44151	0.39317	0.34414	0.30695	0.29302	0.30695	0.34414	0.39317	0.44151	0.48048	0.50735	0.52421	0.53566	0.54656	0.56054	0.57906	0.60088	0.62213	0.63757	0.64272	
0.64866	0.64249	0.62397	0.59866	0.57298	0.55158	0.53598	0.52465	0.51381	0.49860	0.47454	0.43952	0.39594	0.35162	0.31797	0.30536	0.31797	0.35162	0.39594	0.43952	0.47454	0.49860	0.51381	0.52465	0.53598	0.55158	0.57298	0.59866	0.62397	0.64249	0.64866	
0.65565	0.64837	0.62654	0.59687	0.56704	0.54254	0.52513	0.51314	0.50264	0.48876	0.46717	0.43586	0.39694	0.35741	0.32742	0.31618	0.32742	0.35741	0.39694	0.43586	0.46717	0.48876	0.50264	0.51314	0.52513	0.54254	0.56704	0.59687	0.62654	0.64837	0.65565	
0.66381	0.65537	0.63003	0.59575	0.56155	0.53373	0.51430	0.50145	0.49106	0.47824	0.45885	0.43101	0.39662	0.36181	0.33548	0.32562	0.33548	0.36181	0.39662	0.43101	0.45885	0.47824	0.49106	0.50145	0.51430	0.53373	0.56155	0.59575	0.63003	0.65537	0.66381	
