0.000100000	70000.000000000	-0.000000000	0.000000000
100000.000100000	69999.993773269	-192766297159.451324463	1536149952220168102174785536.000000000
200000.000100000	69999.974982383	-1553812930547.336669922	615182055735328830864228352.000000000
300000.000100000	69999.943622828	-5257289733076.170898438	439443783205424212784185344.000000000
400000.000100000	69999.899694510	-12477344014079.923828125	397622280979738095259746304.000000000
500000.000100000	69999.843197420	-24388119294371.492187500	409487500062231998786174976.000000000
600000.000100000	69999.774131569	-42163754041303.726562500	457657687774257521287495680.000000000
700000.000100000	69999.692496986	-66978380403836.421875000	541192048396884031058214912.000000000
800000.000100000	69999.598293706	-100006122947610.890625000	666957048399693412634198016.000000000
900000.000100000	69999.491521774	-142421097390034.000000000	848282908578126433987067904.000000000
1000000.000100000	69999.372181241	-195397409335373.718750000	1106078715968789110153281536.000000000
1100000.000100000	69999.240272166	-260109153009866.187500000	1471533366181815784151449600.000000000
1200000.000100000	69999.095794614	-337730409996839.062500000	1990533231971562258174050304.000000000
1300000.000100000	69998.938748657	-429435247971847.875000000	2730405622887367315302645760.000000000
1400000.000100000	69998.769134372	-536397719437832.937500000	3790043666542849629200842752.000000000
1500000.000100000	69998.586951846	-659791860460293.250000000	5315056434518332389546000384.000000000
1600000.000100000	69998.392201168	-800791689402481.125000000	7520447589576069114729857024.000000000
1700000.000100000	69998.184882437	-960571205660620.750000000	10724616989447913988486594560.000000000
1800000.000100000	69997.964995757	-1140304388399147.750000000	15400435737644206837637054464.000000000
1900000.000100000	69997.732541237	-1341165195285977.750000000	22252118550671134936885362688.000000000
2000000.000100000	69997.487518995	-1564327561227798.250000000	32331146020513542581476392960.000000000
2100000.000100000	69997.229929154	-1810965397105393.750000000	47211397437267480868265394176.000000000
2200000.000100000	69996.959771842	-2082252588508991.500000000	69254206557268907229714579456.000000000
2300000.000100000	69996.677047196	-2379362994473653.500000000	102010190008600007871045828608.000000000
2400000.000100000	69996.381755357	-2703470446214693.000000000	150829406931927521229543571456.000000000
2500000.000100000	69996.073896474	-3055748745863125.000000000	223789284799254612079202533376.000000000
2600000.000100000	69995.753470702	-3437371665201151.500000000	333107870210991033407007358976.000000000
2700000.000100000	69995.420478202	-3849512944397692.500000000	497299251634271788591602466816.000000000
2800000.000100000	69995.074919140	-4293346290743956.000000000	744465300498488084205796327424.000000000
2900000.000100000	69994.716793692	-4770045377389046.000000000	1117329207745452159909066964992.000000000
3000000.000100000	69994.346102035	-5280783842075601.000000000	1680941874161965738782669930496.000000000
3100000.000100000	69993.962844358	-5826735285875516.000000000	2534494259703613523133110157312.000000000
3200000.000100000	69993.567020853	-6409073271925660.000000000	3829443621079583329825218101248.000000000
3300000.000100000	69993.158631717	-7028971324163668.000000000	5797358368993911711962278920192.000000000
3400000.000100000	69992.737677158	-7687602926063786.000000000	8792736350940675602480407511040.000000000
3500000.000100000	69992.304157386	-8386141519372775.000000000	13358913509644768316831412781056.000000000
3600000.000100000	69991.858072619	-9125760502845828.000000000	20329611029294183238599763296256.000000000
3700000.000100000	69991.399423082	-9907633230982580.000000000	30985534334783414248567363076096.000000000
3800000.000100000	69990.928209005	-10732933012763136.000000000	47296081134846087953355422826496.000000000
3900000.000100000	69990.444430625	-11602833110384236.000000000	72292728899162000898673837342720.000000000
4000000.000100000	69989.948088185	-12518506737995370.000000000	110646307990806914562618111819776.000000000
4100000.000100000	69989.439181934	-13481127060434984.000000000	169560189970990637863191825088512.000000000
4200000.000100000	69988.917712129	-14491867191966880.000000000	260153320771937017590167126409216.000000000
4300000.000100000	69988.383679031	-15551900195016448.000000000	399603301149901519887111376863232.000000000
4400000.000100000	69987.837082909	-16662399078907150.000000000	614469534565888404396007237877760.000000000
4500000.000100000	69987.277924039	-17824536798597000.000000000	945849735567101418311303223574528.000000000
4600000.000100000	69986.706202699	-19039486253415108.000000000	1457386503770871045494108063793152.000000000
4700000.000100000	69986.121919179	-20308420285798276.000000000	2247707118029558423395721004711936.000000000
4800000.000100000	69985.525073772	-21632511680027732.000000000	3469763076772213975302521579634688.000000000
4900000.000100000	69984.915666778	-23012933160965912.000000000	5360914196786550651852620786827264.000000000
5000000.000100000	69984.293698503	-24450857392793300.000000000	8289753592595999128809558379593728.000000000
5100000.000100000	69983.659169260	-25947456977745256.000000000	12829029935795255520072003622010880.000000000
5200000.000100000	69983.012079368	-27503904454849124.000000000	19869273300080286790188358403358720.000000000
5300000.000100000	69982.352429152	-29121372298661276.000000000	30795937150244757085896457936961536.000000000
5400000.000100000	69981.680218943	-30801032918004224.000000000	47765701911161435976769893870600192.000000000
5500000.000100000	69980.995449080	-32544058654703916.000000000	74137661874300097263669767764443136.000000000
5600000.000100000	69980.298119907	-34351621782327072.000000000	115146538226275906345015501354172416.000000000
5700000.000100000	69979.588231774	-36224894504918552.000000000	178954256801247133858800413232332800.000000000
5800000.000100000	69978.865785039	-38165048955738816.000000000	278293284573149569732865303756406784.000000000
5900000.000100000	69978.130780063	-40173257196001632.000000000	433035856098268849234584639780159488.000000000
6000000.000100000	69977.383217217	-42250691213611584.000000000	674212471982824081069276224896892928.000000000
6100000.000100000	69976.623096877	-44398522921902088.000000000	1050299800687677269963068069747097600.000000000
6200000.000100000	69975.850419424	-46617924158372984.000000000	1637063585871332611854726624306003968.000000000
6300000.000100000	69975.065185247	-48910066683428600.000000000	2552972531551221017137614166448668672.000000000
6400000.000100000	69974.267394741	-51276122179115888.000000000	3983345540719441906630764730855194624.000000000
6500000.000100000	69973.457048306	-53717262247862552.000000000	6218194683320680775878615997337305088.000000000
6600000.000100000	69972.634146350	-56234658411215168.000000000	9711553394926430977176723810506768384.000000000
6700000.000100000	69971.798689287	-58829482108577688.000000000	15174521133998484394757267644320055296.000000000
6800000.000100000	69970.950677536	-61502904695949792.000000000	23721236277524521807657290386139774976.000000000
