0.00000	0.00000	0.00000
0.00000	0.00813	0.00000
0.00000	0.01626	0.00000
0.00000	0.02439	0.00000
0.00000	0.03252	0.00000
0.00000	0.04065	0.00000
0.00000	0.04878	0.00000
0.00000	0.05691	0.00000
0.00000	0.06504	0.00000
0.00000	0.07317	0.00000
0.00000	0.08130	0.00000
0.00000	0.08943	0.00000
0.00000	0.09756	0.00000
0.00000	0.10569	0.00000
0.00000	0.11382	0.00000
0.00000	0.12195	0.00000
0.00000	0.13008	0.00000
0.00000	0.13821	0.00000
0.00000	0.14634	0.00000
0.00000	0.15447	0.00000
0.00000	0.16260	0.00000
0.00000	0.17073	0.00000
0.00000	0.17886	0.00000
0.00000	0.18699	0.00000
0.00000	0.19512	0.00000
0.00000	0.20325	0.00000
0.00000	0.21138	0.00000
0.00000	0.21951	0.00000
0.00000	0.22764	0.00000
0.00000	0.23577	0.00000
0.00000	0.24390	0.00000
0.00000	0.25203	0.00000
0.00000	0.26016	0.00000
0.00000	0.26829	0.00000
0.00000	0.27642	0.00000
0.00000	0.28455	0.00000
0.00000	0.29268	0.00000
0.00000	0.30081	0.00000
0.00000	0.30894	0.00000
0.00000	0.31707	0.00000
0.00000	0.32520	0.00000
0.00000	0.33333	0.00000
0.00000	0.34146	0.00000
0.00000	0.34959	0.00000
0.00000	0.35772	0.00000
0.00000	0.36585	0.00000
0.00000	0.37398	0.00000
0.00000	0.38211	0.00000
0.00000	0.39024	0.00000
0.00000	0.39837	0.00000
0.00000	0.40650	0.00000
0.00000	0.41463	0.00000
0.00000	0.42276	0.00000
0.00000	0.43089	0.00000
0.00000	0.43902	0.00000
0.00000	0.44715	0.00000
0.00000	0.45528	0.00000
0.00000	0.46341	0.00000
0.00000	0.47154	0.00000
0.00000	0.47967	0.00000
0.00000	0.48780	0.00000
0.00000	0.49593	0.00000
0.00000	0.50407	0.00000
0.00000	0.51220	0.00000
0.00000	0.52033	0.00000
0.00000	0.52846	0.00000
0.00000	0.53659	0.00000
0.00000	0.54472	0.00000
0.00000	0.55285	0.00000
0.00000	0.56098	0.00000
0.00000	0.56911	0.00000
0.00000	0.57724	0.00000
0.00000	0.58537	0.00000
0.00000	0.59350	0.00000
0.00000	0.60163	0.00000
0.00000	0.60976	0.00000
0.00000	0.61789	0.00000
0.00000	0.62602	0.00000
0.00000	0.63415	0.00000
0.00000	0.64228	0.00000
0.00000	0.65041	0.00000
0.00000	0.65854	0.00000
0.00000	0.66667	0.00000
0.00000	0.67480	0.00000
0.00000	0.68293	0.00000
0.00000	0.69106	0.00000
0.00000	0.69919	0.00000
0.00000	0.70732	0.00000
0.00000	0.71545	0.00000
0.00000	0.72358	0.00000
0.00000	0.73171	0.00000
0.00000	0.73984	0.00000
0.00000	0.74797	0.00000
0.00000	0.75610	0.00000
0.00000	0.76423	0.00000
0.00000	0.77236	0.00000
0.00000	0.78049	0.00000
0.00000	0.78862	0.00000
0.00000	0.79675	0.00000
0.00000	0.80488	0.00000
0.00000	0.81301	0.00000
0.00000	0.82114	0.00000
0.00000	0.82927	0.00000
0.00000	0.83740	0.00000
0.00000	0.84553	0.00000
0.00000	0.85366	0.00000
0.00000	0.86179	0.00000
0.00000	0.86992	0.00000
0.00000	0.87805	0.00000
0.00000	0.88618	0.00000
0.00000	0.89431	0.00000
0.00000	0.90244	0.00000
0.00000	0.91057	0.00000
0.00000	0.91870	0.00000
0.00000	0.92683	0.00000
0.00000	0.93496	0.00000
0.00000	0.94309	0.00000
