0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
-9.38589	-7.32123	-2.40876	2.42917	4.68415	3.88322	1.59904	-0.02920	0.00879	1.03805	1.61944	
-14.55701	-11.09046	-2.83647	5.28989	9.00704	7.38633	2.94429	-0.72488	-1.72853	-0.86087	-0.21564	
-12.97016	-9.18639	-0.16263	8.71580	12.60563	10.16641	3.84396	-2.43261	-6.12055	-7.26321	-7.36266	
-4.78064	-1.79539	5.35102	12.37156	15.12767	11.95133	4.20999	-4.98523	-12.73735	-17.54226	-19.12202	
7.17284	8.60670	12.08613	15.48564	16.26616	12.56637	4.06666	-7.71919	-19.85258	-28.93951	-32.30558	
18.42419	18.16630	17.63817	17.08388	15.81241	11.95133	3.52525	-9.69755	-25.02450	-37.50396	-42.32685	
24.57605	23.11231	19.71840	16.34049	13.71356	10.16641	2.73603	-10.05730	-26.00159	-39.56191	-44.90887	
22.98919	21.20824	17.04457	12.91457	10.11497	7.38633	1.83635	-8.34957	-21.60957	-33.15957	-37.76185	
13.81894	12.64046	9.87840	7.14148	5.36889	3.88322	0.91430	-4.74152	-12.27836	-18.92365	-21.58539	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00000	-0.00000	-0.00000	-0.00000	
