0	7228912466989663864258022050294549929157301469865711801652761899998778400142873994897355242499762849138565577001356409551354404311948760973312.00000
1	-7255381462854297887472331079614496696817541211378500442741908655933139325419500199695187247568795014926753264781816839386336522135975371997184.00000
2	7281858321578213871251601210599450253963098606998190329314752344058701752772552206148877518446959379478784527006166295175200379321596977872896.00000
3	-7325996532537718796567776780704110215681540645467045086727704168130267520035359431990680936063005841741191143411929142673581307222407488995328.00000
4	7387810710798847806218338183328958814299604665925455701259131787535749367232892737752006270265005985147158267128764843089656094784109064224768.00000
5	-7467320210781807264311615511021798638343676188061409677688174684360247822804705918467589211133685971276396576171618159882255491024281202065408.00000
6	7564548025338066149148817705941972196421074223786854552423647502473802388508148961953512486280931413805775425009347879623772733788161323302912.00000
7	-7679519378547645492206984389298611990801629238081824218418512396953484205195413482850705060935618203035625133126785911527618231126723397681152.00000
8	7812260018535258487412179800372766407865603730707484896265627818426789981359215094440217098012753639533435793768377840859126144354665417932800.00000
9	-7962794218107677728201594970583159457994745749393787933095345647438166611862085841345049203269863354897186168917472611617040613280983042490368.00000
10	8131142492576068359060256290713698191973941357835239376112116724529246418019323884157478313560217585052935797555229175278954204986673415061504.00000
11	-8317319045752464274960267950403897984270840220630310014435406674326890840479720431223117500696224107442278836332505871692929421321552862904320.00000
12	8521328956803543839402166189584048123042676009741611464413683873047964893637772553406743542206477016709619185684301230082751230374272745603072.00000
13	-8743165122409158161081831048734605703970006946132667857260432090949364333097526236435537332221300477670893594536541433860356742699582108991488.00000
14	8982804970508163446241907848292758651109466165154984322777136237937672291933791292298449874551942154960409715310665578821164688790648942231552.00000
15	-9240206963815805647166060024767659595371444022663042330564833568960252254086126808773227362437295964614124930837587843915366665625422643855360.00000
16	9515306913261262228844151415818430232863499046929283072234936809279580413403224415732347937383316910309798814197318662613065143134417873534976.00000
17	-9808014123510315757180855396012211359856317820151706188285469830107867943427991113658345875250662154323568369195720026380734879136409137971200.00000
18	10118207394797106613159213454326114403275250541705821112042379638338775403923603239524524558117978467345403021160243127818563083947748966268928.00000
19	-10445730907374263008097313042985164121147438620056952344053321738579131425967128092872431299276836951886876930732089143814898065402079890898944.00000
20	10790390016986238242396001632819070492543940620486719678695194796636631837973704005207437579127496590628090443841152910233459378288577325563904.00000
21	-11151946991855104577176832437607012048568266923370155267664424764704883977856481859163549006215518930239502484656184740095704545235506496012288.00000
22	11530116723719388663006013476500176997379588775878773054640121868533759963944216187170085389867056025793030311601080576621462203672030143840256.00000
23	-11924562447457709693852981029382652669606122598003690664503329857986870049575845063360143838086029140772924531988631082667886336186560267943936.00000
24	12334891505733713472994780743380739915477031032227645438329004571870364200843817746075111863741613115540268484466539015094719042593481530802176.00000
25	-12760651196884874120880169598211519166572329425929519056677296382496790502973128732549720379147417330212072096829026397290981658012517033574400.00000
26	13201324745915746638159434778380930502319948880243822276046184582843057801421878748236838778501341567797075965058328311379356725732161546616832.00000
27	-13656327439910132946504429401788272047025161833749475506136774981176394460012726304003036136733220412993653155154991979725144741419129199656960.00000
28	14125002970414837663088122077756687520045599201360921081384387804505749444866257385650816708496518392381171436840923839759302639711448735940608.00000
29	-14606620026333275110341348932762802297041742213964717954690943912789779501682310010384924826539602714018482699038804037345287374925879828283392.00000
30	15100369181566766930959690758966915315546823060152986002302127334607330728138384301582760761739757756815854033793282415968324859079584190038016.00000
31	-15605360122020188382777902435693316303053718944617249481341604496274863805797206813374013611762214463255639006230732888956930737922794422534144.00000
32	16120619256613188216385921533015136626024168512181540503374819563061797313371490941149578653741860062266072450802856392939725124944071472709632.00000
33	-16645087756578209453875972441324325183773921275216623333742545157897696724677298182481165317981331872110023527158679895093940395254126896742400.00000
34	17177620066551528469269047650066470479907608146923491695216361399679352233239240366011153307256621087094327457582756840073428662005826792194048.00000
35	-17716982929748133801510536035925557976221142824695179854541060997934032687238395337148227659965521170954575129381712415206090538590709299019776.00000
36	18261854967832658322806949460512539679549979786051287964391249156958154625363545344478898594418075974624719727705912850337917831720708998168576.00000
37	-18810826853938278786679848462410380048099447333516841902587921206286918462136533440903019445116802637344876438327000269722867980671722218061824.00000
38	19362402114628816198967891002189438010671908855564368680316345485342657956483135082416952082754571353286906200453782022810401717392959982272512.00000
39	-19914998593439648169757121630163502199623257754631321077815369299254562030001089045290143672396350751646343814924775256142124327850706810699776.00000
40	20466950604964832183435510200875428910256070478110549423887456072546499605359907675781365868273138998598519623104733009536682968897802532290560.00000
41	-21016511804287223628542396056709226413746017370048722742261900732725432381101330798105993051759959227534953520183108477604066259759669201338368.00000
42	21561858791883296099649762974902998630885155281191855091321067690769336386452947488728071221857045966275754082799805179048592858720592675733504.00000
43	-22101095468992628827621101566077715720318886089725685144732254935395846932491483123557134281167156692234010252065579862442637899360375150739456.00000
44	22632258152847780495399632423324222918040252196690207786284515936772264053254157572942706407638099285742214941752421734866681916140582357434368.00000
45	-23153321455143903090150523023455358337772054393442263633279601112408391820960110901321850976026794187480498346888507695791160132247484534620160.00000
46	23662204920728894063476121341011020398628822042149491445058338292412613795220067592371958367615046629584781565630860556286731161093716754563072.00000
47	-24156780416758816726133869512313072331285027062078902218751714915012762031160994607547121848163938989158246134917755327565472465410296563892224.00000
48	24634880255543084306972795718768366229376849113383202465374823838360008358485679516445981756364160615129197294162534996451107798225886801559552.00000
49	-25094306027059761992864220666317300647770652748824474870846229512826290754838367977592540518593159348450141928709715520018814119491873621934080.00000
50	25532838109718042414574922877024829173159133592681623840703738832713188164460016559758340199146017293834253363873551665017762495760907326455808.00000
51	-25948245820455915046005722775924314540173587478502594143785851982837207967447315862248981408650532530837994958462046942210707352902982122340352.00000
52	26338298157761850336271550445425153366616463177684490742133802545691792194078961212054676148923602675538896353701716566334976137653303612801024.00000
53	-26700775083782666757006247856190826741243973904376469307917761582678861033645610719518619958656712257832413190994608563423398432233097642639360.00000
54	27033479284409668209657675248949841940360088795820613784985155414620256850932230318872331336281342987866437162329778133935481767173811941146624.00000
55	-27334248339210131091732411528488741244469840434380067255997899532049926379051118638285483847802115831416196097809751615400085981964304012804096.00000
56	27600967226379344106595277559468192894179128128037333574667677857871487630609999802163186231140680585219859467981168400345038099591920997105664.00000
57	-27831581081620838211573772560791400102174789999131183956622991650710442775649529681451467166276956497796876383845771047582965996842493419716608.00000
58	28024108124105889015407536142565718309629165356873956393465688378587280059721896470873238071551745618747794497864903767450744618894352615211008.00000
59	-28176652657506668611510420916786942690534522519929716109124503751019228102188126313739097295956713159931621976556676883924495107404444087615488.00000
60	28287418049622481162205166331862277994701282078417009243817978916910478127458839878349588133939925459115035334221329191655012389119127952818176.00000
61	-28354719590405402783836238290759380503107256486524874923641589162613069818224724393223060440925380411613172340382246976573539944176245733851136.00000
62	28376997125312846157558514468580256745335722559392884240208699077885408737348822644502709514548081809003959386503893443396208488934683162181632.00000
63	-28352827358935631450125726936499936645810051499181800445137098510864937262858363359772518696786877291141212295157024031203842598688240617652224.00000
64	28280935722831508523272457691389605784182038677409702222150868801909484145330906459895531399600244020499181666559966644810849113463197316153344.00000
65	-28160207701479388925497436499234552042599442504136772021933697507740211662941008588248095333448166323448880993097011210566339985554423756619776.00000
66	27989699511303026296316446221066000115176355738275733718969118395363385334050129091614817821896130003241782267265074710313251954906039685480448.00000
67	-27768648029815211870285781689952536383304695171292377793386400812845471870637155242262410443404413623354820344263633489737829515859773435674624.00000
68	27496479875124298895275669842154093836471410468576541142560464648944971270431956943448277468644917606775200538595530059765433160920692621836288.00000
69	-27172819540323131609724454112170095488920011533928480680266059129442929217560327166157233745213722505122262835936217076975334052470190669561856.00000
70	26797496492635985075949619256452559249151854833920940126680415967574321628010284955395623345485268355794063983871608685257703270153504268746752.00000
71	-26370551153607514566203925741637325737355568777528615600193734722634506285197501109292522401093182890884662468606053023409845785963616876363776.00000
72	25892239684039879200801527726411854612293863097498153958209777022978891356066403478641278947273547849258276927927982401751961231262005791293440.00000
73	-25363037505769207168411488167974536431512534869333340316221831634464616356905397367694924536970510243076396173139226804568337367469660139683840.00000
74	24783641501654433658767793758053178466018677790946892113195443161229866223952589060504041668795884751258301169929869099241759713297117952868352.00000
75	-24154970845253309777452469638136375386923340844830840534963406012433217589031578645767156170026760165194890420578833606841246340067634672828416.00000
76	23478166422491273335441724120862289342878498506036094113177868380304056857834817658882219385976282834480329236936511307823049000902360121212928.00000
77	-22754588819088519328299993823516547798584187272818009035811247507225266039262165222507463521942441778979899350457748011428676809081222229655552.00000
78	21985814859487195278940341878413847178724238887251167709467218541456371671509114765498126921629937080344345629252304189115548226843603917340672.00000
79	-21173632695394205003451445848592694611087078467896061894579253713411461784013276227663363963560418948521884065550396712123195828349414613712896.00000
80	20320035454697836443278512665522358972631414035718074294785115205261379710583061601410652866337085656577498898612840286397692872586159510781952.00000
81	-19427213474294510353332575363698696615758791553541378538155158039148039049541032139453638115498785585510596636124513046902582169409539859808256.00000
82	18497545153137978064156883047479301892415148650156996725136616038040277776673534953514443370594643188064012102247378491811627116080607883427840.00000
83	-17533586474454783603230567557418863345339489097387994712687326251150362649147630881274375293886237082076069002621829988539149833186675552944128.00000
84	16538059258418583110680349484212968608405059152594826928527390307495778470718685148466243860698644495113709142556380189383072486866470135922688.00000
85	-15513838218497679340485034551964796989906817415113229727119787106713212845927986769509796252657616234970930896979521668018237256266256140468224.00000
86	14463936906051189140566809082202133051942004257860908546818243841822548361223085986249367792288073989203590790236360082463207267149350336200704.00000
87	-13391492638414601136753377763550112748756955179175074778320730131227594450071293413507040921737088307501779116197296565000026192197815824809984.00000
88	12299750515560897884132476240761921688277883276533642440319949827078138829559055216349508632252927239851046958891643734417010399141707816894464.00000
89	-11192046639330528788070219332882697515114656267506537337082828898889215781286029944410421235335690883868113653081306711949209503994527984123904.00000
90	10071790657085976028792317773312657816142503728219043109044945005319781049213669213998450770618848268118684576404484022760737504464587976605696.00000
91	-8942447758368140475969940061231028420014460456084322075896363819313441045066638940167961930250573453697617833567346499703696462373512057716736.00000
92	7807520258630203321069169563622030773856528132581571875188849441124502823725843723495769016327664481581681945554738143314047709991040544931840.00000
93	-6670528908331530771500010133729113905596580575570408029330235161610372942461849050593050138499132460201825302839605043110504304927399598882816.00000
94	5534994068536149504229128861010587764078680593128360514759705322761005391157696584964634197486936044563844560324522279364616820324288704806912.00000
95	-4404416895640762378223525728759878827218230163607592008040749060976746386469656243245765595132696642618089041487388119280544567453834729750528.00000
96	3282260677935301270888686676069713987149128833679140607828375728612454789744157523552540199058861464325618483092058456802569549719036779036672.00000
97	-2171932465371161673358169863401737169632964418496409717106005355483196684453589762033267064084703160976163405659232265976920199608411902443520.00000
98	1076765131192039140942465221107905117432046881012898067478187764243517657163223865698173034314622412099557855358172051017747505069549613481984.00000
99	0.00000
