-3.129	0.001953	0.7511
-3.117	0.2465	0.245
-3.105	-0.2458	-0.001946
-3.093	-0.001957	-0.00194
-3.08	-0.001962	-0.001933
-3.068	-0.001965	-0.001926
-3.056	-0.001969	-0.001919
-3.043	-0.001972	-0.001912
-3.031	-0.001974	-0.001904
-3.019	-0.001976	-0.001897
-3.007	-0.001978	-0.001889
-2.994	-0.001979	-0.001881
-2.982	-0.001979	-0.001873
-2.97	-0.001979	-0.001865
-2.958	-0.001979	-0.001857
-2.945	-0.001978	-0.001848
-2.933	-0.001976	-0.00184
-2.921	-0.001975	-0.001831
-2.908	-0.001972	-0.001823
-2.896	-0.001969	-0.001814
-2.884	-0.001966	-0.001805
-2.872	-0.001962	-0.001796
-2.859	-0.001958	-0.001787
-2.847	-0.001953	-0.001778
-2.835	-0.001948	-0.001769
-2.823	-0.001942	-0.001759
-2.81	-0.001936	-0.00175
-2.798	-0.001929	-0.00174
-2.786	-0.001922	-0.001731
-2.773	-0.001914	-0.001721
-2.761	-0.001906	-0.001712
-2.749	-0.001898	-0.001702
-2.737	-0.001888	-0.001692
-2.724	-0.001879	-0.001683
-2.712	-0.001869	-0.001673
-2.7	-0.001859	-0.001663
-2.688	-0.001848	-0.001653
-2.675	-0.001836	-0.001643
-2.663	-0.001825	-0.001633
-2.651	-0.001813	-0.001623
-2.638	-0.0018	-0.001613
-2.626	-0.001787	-0.001603
-2.614	-0.001773	-0.001594
-2.602	-0.001759	-0.001584
-2.589	-0.001745	-0.001574
-2.577	-0.00173	-0.001564
-2.565	-0.001715	-0.001554
-2.553	-0.001699	-0.001544
-2.54	-0.001683	-0.001534
-2.528	-0.001667	-0.001524
-2.516	-0.00165	-0.001514
-2.503	-0.001633	-0.001504
-2.491	-0.001615	-0.001494
-2.479	-0.001597	-0.001485
-2.467	-0.001579	-0.001475
-2.454	-0.00156	-0.001465
-2.442	-0.001541	-0.001455
-2.43	-0.001522	-0.001446
-2.418	-0.001502	-0.001436
-2.405	-0.001482	-0.001427
-2.393	-0.001461	-0.001417
-2.381	-0.00144	-0.001408
-2.368	-0.001419	-0.001398
-2.356	-0.001398	-0.001389
-2.344	-0.001376	-0.00138
-2.332	-0.001354	-0.001371
-2.319	-0.001331	-0.001361
-2.307	-0.001308	-0.001352
-2.295	-0.001285	-0.001343
-2.283	-0.001262	-0.001334
-2.27	-0.001238	-0.001326
-2.258	-0.001214	-0.001317
-2.246	-0.00119	-0.001308
-2.233	-0.001165	-0.0013
-2.221	-0.00114	-0.001291
-2.209	-0.001115	-0.001283
-2.197	-0.00109	-0.001274
-2.184	-0.001064	-0.001266
-2.172	-0.001039	-0.001258
-2.16	-0.001013	-0.00125
-2.148	-0.0009864	-0.001242
-2.135	-0.0009599	-0.001234
-2.123	-0.0009332	-0.001226
-2.111	-0.0009062	-0.001219
-2.098	-0.0008791	-0.001211
-2.086	-0.0008518	-0.001203
-2.074	-0.0008244	-0.001196
-2.062	-0.0007967	-0.001189
-2.049	-0.0007689	-0.001182
-2.037	-0.0007409	-0.001174
-2.025	-0.0007127	-0.001167
-2.013	-0.0006844	-0.001161
-2	-0.0006559	-0.001154
-1.988	-0.0006273	-0.001147
-1.976	-0.0005986	-0.00114
-1.963	-0.0005698	-0.001134
-1.951	-0.0005408	-0.001128
-1.939	-0.0005117	-0.001121
-1.927	-0.0004826	-0.001115
-1.914	-0.0004533	-0.001109
-1.902	-0.000424	-0.001103
-1.89	-0.0003945	-0.001097
-1.878	-0.000365	-0.001091
-1.865	-0.0003355	-0.001086
-1.853	-0.0003058	-0.00108
-1.841	-0.0002761	-0.001075
-1.829	-0.0002464	-0.001069
-1.816	-0.0002167	-0.001064
-1.804	-0.0001869	-0.001059
-1.792	-0.0001571	-0.001054
-1.779	-0.0001272	-0.001049
-1.767	-9.74e-05	-0.001044
-1.755	-6.756e-05	-0.001039
-1.743	-3.773e-05	-0.001034
-1.73	-7.904e-06	-0.00103
-1.718	2.19e-05	-0.001025
-1.706	5.167e-05	-0.001021
-1.694	8.142e-05	-0.001016
-1.681	0.0001111	-0.001012
-1.669	0.0001408	-0.001008
-1.657	0.0001704	-0.001004
-1.644	0.0001999	-0.0009995
-1.632	0.0002294	-0.0009955
-1.62	0.0002588	-0.0009916
-1.608	0.0002881	-0.0009877
-1.595	0.0003174	-0.000984
-1.583	0.0003465	-0.0009803
-1.571	0.0003756	-0.0009766
-1.559	0.0004045	-0.000973
-1.546	0.0004334	-0.0009695
-1.534	0.0004621	-0.000966
-1.522	0.0004907	-0.0009626
-1.509	0.0005191	-0.0009593
-1.497	0.0005474	-0.000956
-1.485	0.0005756	-0.0009527
-1.473	0.0006037	-0.0009495
-1.46	0.0006315	-0.0009463
-1.448	0.0006593	-0.0009432
-1.436	0.0006868	-0.0009401
-1.424	0.0007142	-0.000937
-1.411	0.0007414	-0.000934
-1.399	0.0007684	-0.000931
-1.387	0.0007953	-0.000928
-1.374	0.0008219	-0.000925
-1.362	0.0008484	-0.0009221
-1.35	0.0008746	-0.0009192
-1.338	0.0009006	-0.0009162
-1.325	0.0009264	-0.0009133
-1.313	0.000952	-0.0009104
-1.301	0.0009774	-0.0009075
-1.289	0.001003	-0.0009046
-1.276	0.001027	-0.0009017
-1.264	0.001052	-0.0008988
-1.252	0.001077	-0.0008959
-1.239	0.001101	-0.000893
-1.227	0.001125	-0.00089
-1.215	0.001148	-0.0008871
-1.203	0.001172	-0.0008841
-1.19	0.001195	-0.0008811
-1.178	0.001218	-0.000878
-1.166	0.001241	-0.000875
-1.154	0.001263	-0.0008718
-1.141	0.001285	-0.0008687
-1.129	0.001307	-0.0008655
-1.117	0.001328	-0.0008622
-1.104	0.001349	-0.0008589
-1.092	0.00137	-0.0008556
-1.08	0.001391	-0.0008522
-1.068	0.001411	-0.0008487
-1.055	0.001431	-0.0008452
-1.043	0.001451	-0.0008416
-1.031	0.00147	-0.0008379
-1.019	0.00149	-0.0008341
-1.006	0.001508	-0.0008303
-0.994	0.001527	-0.0008264
-0.9817	0.001545	-0.0008224
-0.9695	0.001563	-0.0008183
-0.9572	0.00158	-0.0008141
-0.9449	0.001598	-0.0008099
-0.9327	0.001615	-0.0008055
-0.9204	0.001631	-0.000801
-0.9081	0.001647	-0.0007964
-0.8958	0.001663	-0.0007918
-0.8836	0.001679	-0.000787
-0.8713	0.001694	-0.0007821
-0.859	0.001709	-0.000777
-0.8468	0.001723	-0.0007719
-0.8345	0.001738	-0.0007666
